batch_id,methodology_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,entity_id,entity_type,scope_en,scope_zh,emission_type_en,emission_type_zh,scope3_category_code,scope3_category_en,scope3_category_zh,activity_category_en,activity_category_zh,data_source_type_en,data_source_type_zh,assurance_stage_en,assurance_stage_zh,calculation_method_en,calculation_method_zh,boundary_type_en,boundary_type_zh,classification_stage_en,classification_stage_zh,estimate_basis_en,estimate_basis_zh,evidence_page,review_status,confidence_level
batch_09,batch_09__r399_meijiyasudalifeinsurance__20240__annualreport__p45__scope_1__0001,r399_meijiyasudalifeinsurance__20240__annualreport,r399_meijiyasudalifeinsurance,日本明治安田生命保险公司,MEIJI YASUDA LIFE INSURANCE,399,r399_meijiyasudalifeinsurance,company,Scope 1,范围1,Direct emissions,直接排放,,,,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"omestic consolidated subsidiaries (Meiji Yasuda General Insurance Co., Ltd., Meiji Yasuda Asset Management Company Ltd. and Meiji Yasuda System Technology Company Limited), and the U.S.-based StanCorp Financial Group, Inc. Emissions from St",,45,seed_batch_09,medium
batch_09,batch_09__r399_meijiyasudalifeinsurance__20240__annualreport__p45__scope_1__0002,r399_meijiyasudalifeinsurance__20240__annualreport,r399_meijiyasudalifeinsurance,日本明治安田生命保险公司,MEIJI YASUDA LIFE INSURANCE,399,r399_meijiyasudalifeinsurance,company,Scope 1,范围1,Direct emissions,直接排放,,,,Value-chain activities,价值链活动,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"omestic consolidated subsidiaries (Meiji Yasuda General Insurance Co., Ltd., Meiji Yasuda Asset Management Company Ltd. and Meiji Yasuda System Technology Company Limited), and the U.S.-based StanCorp Financial Group, Inc. Emissions from St",,45,seed_batch_09,medium
batch_09,batch_09__r399_meijiyasudalifeinsurance__20240__annualreport__p45__scope_3__0003,r399_meijiyasudalifeinsurance__20240__annualreport,r399_meijiyasudalifeinsurance,日本明治安田生命保险公司,MEIJI YASUDA LIFE INSURANCE,399,r399_meijiyasudalifeinsurance,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"omestic consolidated subsidiaries (Meiji Yasuda General Insurance Co., Ltd., Meiji Yasuda Asset Management Company Ltd. and Meiji Yasuda System Technology Company Limited), and the U.S.-based StanCorp Financial Group, Inc. Emissions from St",,45,seed_batch_09,medium
batch_09,batch_09__r399_meijiyasudalifeinsurance__20240__annualreport__p45__scope_3__0004,r399_meijiyasudalifeinsurance__20240__annualreport,r399_meijiyasudalifeinsurance,日本明治安田生命保险公司,MEIJI YASUDA LIFE INSURANCE,399,r399_meijiyasudalifeinsurance,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Value-chain activities,价值链活动,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"omestic consolidated subsidiaries (Meiji Yasuda General Insurance Co., Ltd., Meiji Yasuda Asset Management Company Ltd. and Meiji Yasuda System Technology Company Limited), and the U.S.-based StanCorp Financial Group, Inc. Emissions from St",,45,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__p15__inventory__0005,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,r401_suncorenergy,company,,,,,,,,Fugitive emissions,散逸性排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,d other external agencies to discuss air pollutant and odour management strategies and best practices. This includes collaborative industry efforts such as Canada’s Oil Sands Innovation Alliance (COSIA) to support research and test new tech,,15,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__p16__inventory__0006,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,r401_suncorenergy,company,,,,,,,,Fugitive emissions,散逸性排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"flaring and fugitive equipment leaks. In 2022, Suncor-wide absolute VOC emissions increased by approximately 11%, while emissions intensity increased slightly, by 5%, compared to 2021. The rise in absolute VOC emissions is mainly attributed",,16,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__p83__scope_2__0007,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,r401_suncorenergy,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Purchased electricity,外购电力,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"iquid hydrocarbon production, resulting in a production value reflective of our activities as an integrated company. The aggregate Suncor intensity will therefore not equal the weighted-average of product intensities. d. MacKay River scope ",,83,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__p2__inventory__0008,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,r401_suncorenergy,company,,,,,,,,Value-chain activities,价值链活动,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,Human rights 51 n Governance 53 Ethics 54 Corporate governance 55 Risk management 58 Supply chain 61 n Appendix 63 About our report 64 Glossary 67 ESG disclosure index 71 Performance data 72 Performance data footnotes 81 Independent practit,,2,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__p52__inventory__0009,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,r401_suncorenergy,company,,,,,,,,,,Primary data,初级数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"h communities is an important part of our approach to managing human rights and providing access to rectify, or remedy, a situation. We have region-specific processes and grievance mechanisms in place. Our Stakeholder Information Management",,52,seed_batch_09,medium
batch_09,batch_09__r401_suncorenergy__20230__sustainabilityreport__p60__inventory__0010,r401_suncorenergy__20230__sustainabilityreport,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,r401_suncorenergy,company,,,,,,,,,,,,Verification,核查,,,Business-unit boundary,业务单元边界,Explicit mention,原文明确提及,". Operational Excellence Management System (OEMS) OEMS is an integral part of our risk management process. Details about OEMS can be found in the Safety section on page 35. Our ISO 14001- and 9001-certified facilities, primarily our refiner",,60,seed_batch_09,medium
