batch_id,standard_reference_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_role_en,standard_role_zh,referenced_content_en,referenced_content_zh,scope_relevance_en,scope_relevance_zh,emission_type_relevance_en,emission_type_relevance_zh,accounting_principle_en,accounting_principle_zh,is_gb_standard,gb_standard_code,referenced_snippet,evidence_page,review_status,confidence_level
batch_11,batch_11__r006_chinanationalpetroleum__20240__other__gri,r006_chinanationalpetroleum__20240__other,r006_chinanationalpetroleum,中国石油天然气集团有限公司,CHINA NATIONAL PETROLEUM,6,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,报告更加客观、全面、重点反映公司的履责实践，2024年报告加强了对“能源转 型”“科技创新”“气候变化”等重要议题的披露；对贯彻落实国家“四个革命、一个合 作”能源安全新战略以及推动实施创新驱动发展战略进行了专题阐述；对所属企业履责情况 进行实地调研，核准企业案例的真实性；在报告编写过程中广泛听取各方意见和建议，积极 回应利益相关方关切。 指南参照 本报告按照国务院国有资产监督管理委员会《关于新时代中央企业高标准履行社会责任的指 导意见》相关要求，并参照全球可持续发展标准委员,2,seed_batch_11,medium
batch_11,batch_11__r022_industrialandcommercialbankofchina__20240__sustainabilityreport__iso_14064,r022_industrialandcommercialbankofchina__20240__sustainabilityreport,r022_industrialandcommercialbankofchina,中国工商银行股份有限公司,INDUSTRIAL & COMMERCIAL BANK OF CHINA,22,ISO 14064,ISO 14064,Other reporting framework,其他报告框架,Guideline,指引,"Referenced in the report as a reporting, assurance or methodological basis.",在报告中作为披露、鉴证或方法学依据被引用。,Enterprise-wide disclosure,企业整体披露,,,,,no,,"e branches, tier-two branches, sub-branches, outlets, directly managed institutions, and domestic subsidiaries (including Bank of Jinzhou). 2. The Bank’s carbon emissions were calculated with the operational control method, according to the",73,seed_batch_11,medium
batch_11,batch_11__r022_industrialandcommercialbankofchina__20240__sustainabilityreport__gri,r022_industrialandcommercialbankofchina__20240__sustainabilityreport,r022_industrialandcommercialbankofchina,中国工商银行股份有限公司,INDUSTRIAL & COMMERCIAL BANK OF CHINA,22,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"Limited, covering the whole group. Reporting period: 1 January 2024 - 31 December 2024. Some content exceeded this scope. Reporting cycle: Annual. Preparation Principle of the Report This Report is prepared with reference to the Global Repo",76,seed_batch_11,medium
batch_11,batch_11__r024_glencore__20240__sustainabilityreport__gri,r024_glencore__20240__sustainabilityreport,r024_glencore,嘉能可,GLENCORE,24,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,Welcome to Glencore’s 2024 Sustainability Report. This report sets out our performance and progress across certain material sustainability-related topics for the year ending December 2024 and is complemented by our 2024 ESG Data Book and GR,2,seed_batch_11,medium
batch_11,batch_11__r024_glencore__20240__sustainabilityreport__tcfd,r024_glencore__20240__sustainabilityreport,r024_glencore,嘉能可,GLENCORE,24,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"se is largely attributable to the managed decline of coal production in our operationally controlled industrial assets, which results in lower customer use of our sold coal volumes. For further information see the Baseline emissions restate",6,seed_batch_11,medium
batch_11,batch_11__r024_glencore__20240__sustainabilityreport__ghg_protocol,r024_glencore__20240__sustainabilityreport,r024_glencore,嘉能可,GLENCORE,24,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"ement for 2024 on the Selected Information, we enquired about the rationale. For those over 5% of the 2023 disclosed metric we also inspected the supporting calculations provided by management, and where appropriate, reviewed against releva",68,seed_batch_11,medium
batch_11,batch_11__r030_chinaconstructionbank__20240__sustainabilityreport__tcfd,r030_chinaconstructionbank__20240__sustainabilityreport,r030_chinaconstructionbank,中国建设银行股份有限公司,CHINA CONSTRUCTION BANK,30,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"nt related work and plans. The Bank has actively responded to international standards including the UN Sustainable Development Goals (SDGs), Principles for Responsible Investment (PRI), Paris Agreement, and Task Force on Climate-related Fin",28,seed_batch_11,medium
batch_11,batch_11__r030_chinaconstructionbank__20240__sustainabilityreport__ghg_protocol,r030_chinaconstructionbank__20240__sustainabilityreport,r030_chinaconstructionbank,中国建设银行股份有限公司,CHINA CONSTRUCTION BANK,30,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"rdance with the accounting method, activity level data, emission factor requirements, etc. of ISO14064-1 Greenhouse Gases-Part 1: Specification and Guidance at the Organization Level for Quantification and Reporting of Greenhouse Gas Emissi",54,seed_batch_11,medium
batch_11,batch_11__r030_chinaconstructionbank__20240__sustainabilityreport__gri,r030_chinaconstructionbank__20240__sustainabilityreport,r030_chinaconstructionbank,中国建设银行股份有限公司,CHINA CONSTRUCTION BANK,30,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,r description of the assurance statement. Independent Assurance Report Third-Party Statement on Greenhouse Gas Emissions 6.2 Reporting on Other Frameworks Does your bank disclose sustainability information in any of the listed below standar,153,seed_batch_11,medium
batch_11,batch_11__r030_chinaconstructionbank__20240__sustainabilityreport__sasb,r030_chinaconstructionbank__20240__sustainabilityreport,r030_chinaconstructionbank,中国建设银行股份有限公司,CHINA CONSTRUCTION BANK,30,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,r description of the assurance statement. Independent Assurance Report Third-Party Statement on Greenhouse Gas Emissions 6.2 Reporting on Other Frameworks Does your bank disclose sustainability information in any of the listed below standar,153,seed_batch_11,medium
