batch_id,company_id,company_name_zh,company_name_en,world500_rank,gbt4754_section_code,gbt4754_section_name_zh,gbt4754_section_name_en,mapping_basis_en,mapping_basis_zh,review_status,confidence_level
batch_07,r263_novartis,诺华公司,NOVARTIS,263,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,B,采矿业,Mining,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r270_unitedairlinesholdings,联合航空控股公司,UNITED AIRLINES HOLDINGS,270,G,交通运输、仓储和邮政业,"Transport, Storage and Post",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r273_iberdrola公司,Iberdrola公司,Iberdrola公司,273,I,电力、热力、燃气及水生产和供应业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r275_idemitsukosan,日本出光兴产株式会社,IDEMITSU KOSAN,275,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r278_americanairlinesgroup,美国航空集团,AMERICAN AIRLINES GROUP,278,G,交通运输、仓储和邮政业,"Transport, Storage and Post",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r282_volvo,沃尔沃集团,VOLVO,282,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r283_intesasanpaolo,意大利联合圣保罗银行,INTESA SANPAOLO,283,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r286_bayer,拜耳集团,BAYER,286,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r287_tokiomarineholdings,东京海上日动火灾保险公司,TOKIO MARINE HOLDINGS,287,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r289_maerskgroup,马士基集团,MAERSK GROUP,289,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r297_sanofi,赛诺菲,SANOFI,297,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r298_marubeni,丸红株式会社,MARUBENI,298,L,租赁和商务服务业,Leasing and Business Services,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r301_swissre,瑞士再保险股份有限公司,SWISS RE,301,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r302_chubb,安达保险公司,CHUBB,302,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r305_denso,电装公司,DENSO,305,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r310_vodafonegroup,沃达丰集团,VODAFONE GROUP,310,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r311_plainsgpholdings公司,Plains GP Holdings公司,Plains GP Holdings公司,311,G,交通运输、仓储和邮政业,"Transport, Storage and Post",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r313_exor集团,EXOR集团,EXOR集团,313,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,I,电力、热力、燃气及水生产和供应业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r318_sumitomo,住友商事,SUMITOMO,318,L,租赁和商务服务业,Leasing and Business Services,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r319_worldkinect公司,World Kinect公司,World Kinect公司,319,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r320_orange公司,Orange公司,Orange公司,320,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_07,r322_ingkagroup,英格卡集团,INGKA GROUP,322,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
