batch_id,company_id,company_name_zh,company_name_en,world500_rank,gbt4754_section_code,gbt4754_section_name_zh,gbt4754_section_name_en,mapping_basis_en,mapping_basis_zh,review_status,confidence_level
batch_02,r036_fordmotor,福特汽车公司,FORD MOTOR,36,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r037_bankofchina,中国银行股份有限公司,BANK OF CHINA,37,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r041_bmwgroup,宝马集团,BMW GROUP,41,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r042_mercedesbenzgroup,梅赛德斯-奔驰集团,MERCEDES-BENZ GROUP,42,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r044_chinabaowusteelgroup,中国宝武钢铁集团有限公司,CHINA BAOWU STEEL GROUP,44,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r045_citigroup,花旗集团,CITIGROUP,45,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r046_centene公司,Centene公司,Centene公司,46,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r047_jdcom,京东集团股份有限公司,JD.COM,47,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r048_homedepot,家得宝,HOME DEPOT,48,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r050_marathonpetroleum,马拉松原油公司,MARATHON PETROLEUM,50,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r052_phillips66公司,Phillips 66公司,Phillips 66公司,52,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r054_sinochemholdings,中国中化控股有限责任公司,SINOCHEM HOLDINGS,54,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r055_chinamobilecommunications,中国移动通信集团有限公司,CHINA MOBILE COMMUNICATIONS,55,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r060_walgreensbootsalliance,沃博联,WALGREENS BOOTS ALLIANCE,60,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r061_valeroenergy,瓦莱罗能源公司,VALERO ENERGY,61,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r062_bancosantander,西班牙国家银行,BANCO SANTANDER,62,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r063_chinacommunicationsconstruction,中国交通建设集团有限公司,CHINA COMMUNICATIONS CONSTRUCTION,63,E,建筑业,Construction,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r065_mitsubishi,三菱商事株式会社,MITSUBISHI,65,L,租赁和商务服务业,Leasing and Business Services,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r067_hsbcholdings,汇丰银行控股公司,HSBC HOLDINGS,67,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r070_alibabagroupholding,阿里巴巴集团控股有限公司,ALIBABA GROUP HOLDING,70,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r071_citicgroup,中国中信集团有限公司,CITIC GROUP,71,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r072_chinaresources,中国华润有限公司,CHINA RESOURCES,72,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r073_hyundaimotor,现代汽车,HYUNDAI MOTOR,73,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r074_atandt,美国电话电报公司,AT&T,74,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_02,r077_deutschetelekom,德国电信,DEUTSCHE TELEKOM,77,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
