batch_id,methodology_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,entity_id,entity_type,scope_en,scope_zh,emission_type_en,emission_type_zh,scope3_category_code,scope3_category_en,scope3_category_zh,activity_category_en,activity_category_zh,data_source_type_en,data_source_type_zh,assurance_stage_en,assurance_stage_zh,calculation_method_en,calculation_method_zh,boundary_type_en,boundary_type_zh,classification_stage_en,classification_stage_zh,estimate_basis_en,estimate_basis_zh,evidence_page,review_status,confidence_level
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p49__scope_1__0001,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 1,范围1,Direct emissions,直接排放,,,,Process emissions,过程排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"operations We aim to reduce our net Scope 1 and 2 emissions by 50% by 2030 (relative to 2018 levels), and to reach net zero by 2050. We follow the principles of the mitigation hierarchy, prioritising abatement of emissions from electricity ",,49,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p50__inventory__0002,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,,,,,,,,Process emissions,过程排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"stralia to plant Pongamia saplings. Advance the use of hydrogen in our alumina refineries Research, development, scale-up and deployment of new low-carbon technology can take decades and can also take longer than expected, particularly for ",,50,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p57__inventory__0003,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,,,,,,,,Process emissions,过程排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"5. 2) Electric calcination. At Vaudreuil, an electric calcination pilot is planned to commence in 2025. For our climate briefing paper on decarbonising our Australian alumina refineries, see riotinto.com/climatechange Minerals processing A ",,57,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p73__scope_1__0004,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 1,范围1,Direct emissions,直接排放,,,,Process emissions,过程排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"for detail on how we are reducing emissions in our own operations. Scope 1 emissions are direct GHG emissions from facilities fully or partially owned or controlled by Rio Tinto. They include fuel use, on-site electricity generation, anode ",,73,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p73__scope_2__0005,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Process emissions,过程排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"for detail on how we are reducing emissions in our own operations. Scope 1 emissions are direct GHG emissions from facilities fully or partially owned or controlled by Rio Tinto. They include fuel use, on-site electricity generation, anode ",,73,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0006,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,1,Category 1,类别1 购买的商品和服务,Purchased electricity,外购电力,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"duction facilities. 3. Fuel and energy-related activities – Includes emissions from the production and transportation of purchased fuels, including natural gas, diesel, coal and energy sources not included in Category 1. This includes trans",,76,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0007,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,1,Category 1,类别1 购买的商品和服务,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"duction facilities. 3. Fuel and energy-related activities – Includes emissions from the production and transportation of purchased fuels, including natural gas, diesel, coal and energy sources not included in Category 1. This includes trans",,76,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p152__scope_1__0008,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 1,范围1,Direct emissions,直接排放,,,,Process emissions,过程排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"o Tinto’s threshold level of reporting. 9. Scope 1 GHG emissions are direct GHG emissions from facilities fully or partially owned or controlled by Rio Tinto (equity share basis). They include fuel use, on-site electricity generation, anode",,152,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p152__scope_2__0009,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Process emissions,过程排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"o Tinto’s threshold level of reporting. 9. Scope 1 GHG emissions are direct GHG emissions from facilities fully or partially owned or controlled by Rio Tinto (equity share basis). They include fuel use, on-site electricity generation, anode",,152,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p24__inventory__0010,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,,,,,,,,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"eloped rail and port infrastructure, and is co-owned by SimFer Jersey (85%) and the Guinean State (15%). SimFer Jersey will ultimately own 42.5% of Compagnie du Transguinéen, which will own and operate the co-developed infrastructure during",,24,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p30__scope_3__0011,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Value-chain activities,价值链活动,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,"delivering profitable growth by unlocking projects, and investing in quality partnerships across the copper value chain. In 2025, we will look to prioritise building care, capability and trust to further improve ongoing risk management effo",,30,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0012,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"r own operations 50% by 2030, net zero by 2050 Increase renewable power to >90% Develop low-carbon technologies for minerals and metals processing, refining and smelting Invest in sustainable biofuel supply chains. Transition to zero emissi",,44,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0013,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Value-chain activities,价值链活动,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"r own operations 50% by 2030, net zero by 2050 Increase renewable power to >90% Develop low-carbon technologies for minerals and metals processing, refining and smelting Invest in sustainable biofuel supply chains. Transition to zero emissi",,44,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p45__inventory__0014,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,,,,,,,,,,Derived data,推导数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"ree allocation, where appropriate. Medium- to long-term carbon prices are determined by national climate targets, and our understanding of the marginal abatement costs and objectives for each scheme. The temperature outcomes of scenarios an",,45,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p46__inventory__0015,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,,,,,,,,,,Derived data,推导数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,onviction” scenario assumes climate policy ambition is almost equal to that in our previous scenario “Competitive Leadership”. This reflects our observation of higher carbon price expectations and more concrete national mitigation plans. Th,,46,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p48__inventory__0016,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,,,,,,,,,,Derived data,推导数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"d in note 6 on page 179, which are not considered material. 3. Capital expenditure by product is the net cash outflow on purchases less sales of property, plant and equipment, capitalised evaluation costs and purchases less sales of other i",,48,seed_batch_07,medium
batch_07,batch_07__r264_riotintogroup__20240__annualreport__p50__inventory__0017,r264_riotintogroup__20240__annualreport,r264_riotintogroup,力拓集团,RIO TINTO GROUP,264,r264_riotintogroup,company,,,,,,,,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"on the quality of the carbon credits that are used towards the net emissions targets. The use of carbon credits towards our 2030 target is limited to up to 10% of our 2018 emissions baseline. For more information about our use of offsets, s",,50,seed_batch_07,medium
