batch_id,company_id,company_name_zh,company_name_en,world500_rank,gbt4754_section_code,gbt4754_section_name_zh,gbt4754_section_name_en,mapping_basis_en,mapping_basis_zh,review_status,confidence_level
batch_12,r122_carrefour,家乐福,CARREFOUR,122,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r129_chinafawgroup,中国第一汽车集团有限公司,CHINA FAW GROUP,129,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r149_procterandgamble,宝洁公司,PROCTER & GAMBLE,149,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r156_uspostalservice,美国邮政,U.S. POSTAL SERVICE,156,G,交通运输、仓储和邮政业,"Transport, Storage and Post",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r178_statebankofindia,印度国家银行,STATE BANK OF INDIA,178,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r181_guangzhouautomobileindustrygroup,广州汽车工业集团有限公司,GUANGZHOU AUTOMOBILE INDUSTRY GROUP,181,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r197_rochegroup,瑞士罗氏公司,ROCHE GROUP,197,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r200_bancobilbaovizcayaargentaria,西班牙对外银行,BANCO BILBAO VIZCAYA ARGENTARIA,200,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r201_koreaelectricpower,韩国电力公司,KOREA ELECTRIC POWER,201,I,电力、热力、燃气及水生产和供应业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r205_deutschebank,德意志银行,DEUTSCHE BANK,205,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r214_aluminumcorpofchina,中国铝业集团有限公司,ALUMINUM CORP. OF CHINA,214,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r220_nipponsteelcorporation,日本制铁集团公司,NIPPON STEEL CORPORATION,220,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r250_contemporaryamperextechnology,宁德时代新能源科技股份有限公司,CONTEMPORARY AMPEREX TECHNOLOGY,250,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r268_bhpgroup,必和必拓集团,BHP GROUP,268,B,采矿业,Mining,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r272_performancefoodgroup公司,Performance Food Group公司,Performance Food Group公司,272,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r294_bankofmontreal,蒙特利尔银行,BANK OF MONTREAL,294,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r295_zffriedrichshafen,采埃孚,ZF FRIEDRICHSHAFEN,295,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r345_raízen公司,Raízen公司,Raízen公司,345,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r348_loréal,欧莱雅,L'ORÉAL,348,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r349_fomentoeconómicomexicano公司,Fomento Económico Mexicano公司,Fomento Económico Mexicano公司,349,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r374_lufthansagroup,汉莎集团,LUFTHANSA GROUP,374,G,交通运输、仓储和邮政业,"Transport, Storage and Post",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r379_日本kddi电信公司,日本KDDI电信公司,日本KDDI电信公司,379,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r400_gsk,葛兰素史克集团,GSK,400,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r456_koreagas,韩国天然气公司,KOREA GAS,456,I,电力、热力、燃气及水生产和供应业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_12,r500_三星candt公司,三星C&T公司,三星C&T公司,500,E,建筑业,Construction,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
