batch_id,methodology_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,entity_id,entity_type,scope_en,scope_zh,emission_type_en,emission_type_zh,scope3_category_code,scope3_category_en,scope3_category_zh,activity_category_en,activity_category_zh,data_source_type_en,data_source_type_zh,assurance_stage_en,assurance_stage_zh,calculation_method_en,calculation_method_zh,boundary_type_en,boundary_type_zh,classification_stage_en,classification_stage_zh,estimate_basis_en,estimate_basis_zh,evidence_page,review_status,confidence_level
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p27__scope_1__0001,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 1,范围1,Direct emissions,直接排放,,,,Value-chain activities,价值链活动,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,ing of their value chain emissions. We have engaged numerous customers on their greenhouse gas ambitions and have ongoing strategy discussions. These figures were third-party assured and can be found in the GRI section of this report. SCOPE,,27,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p27__scope_2__0002,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Value-chain activities,价值链活动,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,ing of their value chain emissions. We have engaged numerous customers on their greenhouse gas ambitions and have ongoing strategy discussions. These figures were third-party assured and can be found in the GRI section of this report. SCOPE,,27,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p27__scope_3__0003,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Value-chain activities,价值链活动,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,ing of their value chain emissions. We have engaged numerous customers on their greenhouse gas ambitions and have ongoing strategy discussions. These figures were third-party assured and can be found in the GRI section of this report. SCOPE,,27,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p52__inventory__0004,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,,,,,,,,Fugitive emissions,散逸性排放,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,"al year 2022, 2023 and 2024 data was assured by SGS. 3 Energy use reductions in fiscal year 2024 can be attributed in part to the divestiture of our mobility business. 4Other fuels used may include gasoline/petrol, diesel, liquefied petrole",,52,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p55__scope_1__0005,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 1,范围1,Direct emissions,直接排放,,,,Mobile emission source,移动排放源,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,"ons and intensity data was third-party assured by SGS, fiscal year 2021 was assured by ERM-CVS, fiscal years 2019 and 2020 Scope 1 and 2 emissions only were assured by Transreg LLC. 3Scope 1 – Direct emissions from owned or controlled sour",,55,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p55__scope_1__0006,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 1,范围1,Direct emissions,直接排放,,,,Purchased electricity,外购电力,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,"ons and intensity data was third-party assured by SGS, fiscal year 2021 was assured by ERM-CVS, fiscal years 2019 and 2020 Scope 1 and 2 emissions only were assured by Transreg LLC. 3Scope 1 – Direct emissions from owned or controlled sour",,55,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p55__scope_2__0007,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Mobile emission source,移动排放源,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,"ons and intensity data was third-party assured by SGS, fiscal year 2021 was assured by ERM-CVS, fiscal years 2019 and 2020 Scope 1 and 2 emissions only were assured by Transreg LLC. 3Scope 1 – Direct emissions from owned or controlled sour",,55,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p55__scope_2__0008,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Purchased electricity,外购电力,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,"ons and intensity data was third-party assured by SGS, fiscal year 2021 was assured by ERM-CVS, fiscal years 2019 and 2020 Scope 1 and 2 emissions only were assured by Transreg LLC. 3Scope 1 – Direct emissions from owned or controlled sour",,55,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p76__scope_2__0009,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Purchased electricity,外购电力,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,", sustainability targets. The dashboards are reviewed regularly by leadership teams, and strategy adjustments are made as necessary. The sustainability goals and targets are made publicly available through the company’s annual corporate sus",,76,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p27__scope_3__0010,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,Primary data,初级数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"ollaborating with a leading consultant, we identified that Scope 3 categories 1 through 8 are relevant to our business. We inventoried these emissions for fiscal years 2022, 2023 and 2024 using a standardized, science-based targets-aligned ",,27,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p27__scope_3__0011,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Value-chain activities,价值链活动,Primary data,初级数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"ollaborating with a leading consultant, we identified that Scope 3 categories 1 through 8 are relevant to our business. We inventoried these emissions for fiscal years 2022, 2023 and 2024 using a standardized, science-based targets-aligned ",,27,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p41__inventory__0012,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,,,,,,,,Value-chain activities,价值链活动,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,"tners with Jabil. Setting clear expectations has successfully changed our supply base’s behavior because they know they are being evaluated. Risks in our supply chain derive from several different areas, including: • Sustainability • Human ",,41,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p45__inventory__0013,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,,,,,,,,,,Derived data,推导数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,aining and new employee onboarding. Jabil also adheres to the Responsible Business Alliance’s (RBA) Code of Conduct (RBA Code). RBA is the world’s largest industry coalition dedicated to corporate social responsibility in global supply chai,,45,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p45__inventory__0014,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,,,,,,,,Value-chain activities,价值链活动,Derived data,推导数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,aining and new employee onboarding. Jabil also adheres to the Responsible Business Alliance’s (RBA) Code of Conduct (RBA Code). RBA is the world’s largest industry coalition dedicated to corporate social responsibility in global supply chai,,45,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p48__inventory__0015,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,,,,,,,,,,Derived data,推导数据,Report disclosure,报告披露,,,Operational control,运营控制边界,Explicit mention,原文明确提及,"al topics did not apply to Jabil. We also reference the United Nations Sustainable Development Goals, the Global Reporting Initiative, the World Benchmarking Alliance, subject matter experts, and internal risk assessments. Unless otherwise ",,48,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p55__scope_3__0016,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,Primary data,初级数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"ing our material Scope 3 emissions. Collaborating with a leading consultant, we identified that Scope 3 categories 1 through 8 are relevant to our business. We inventoried these emissions using a standardized, science-based targets-aligned ",,55,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p56__inventory__0017,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,,,,,,,,,,Primary data,初级数据,Report disclosure,报告披露,Spend-based,支出法,,,Explicit mention,原文明确提及,"his report’s publication. The reduction in emissions is attributable to an update in the emission factors in the USEEIO model, from version 1.0 to version 1.2. 4For fiscal years 2022 and 2023, Category 1 emissions were calculated using a h",,56,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p56__inventory__0018,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,,,,,1,Category 1,类别1 购买的商品和服务,,,Primary data,初级数据,Report disclosure,报告披露,Spend-based,支出法,,,Explicit mention,原文明确提及,"his report’s publication. The reduction in emissions is attributable to an update in the emission factors in the USEEIO model, from version 1.0 to version 1.2. 4For fiscal years 2022 and 2023, Category 1 emissions were calculated using a h",,56,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__p57__inventory__0019,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,r448_jabil,company,,,,,,,,,,Estimated data,估算数据,Verification,核查,,,,,Explicit mention,原文明确提及,"1,109 613 Total 86,972 116,572 162,724 184,480 67,4292 Revenue (in millions) $25,282 $27,266 $29,285 $33,478 $34,702 Waste intensity (MT/$1M of revenue) 3.44 4.28 5.56 5.51 See below # of spills 0 0 0 0 0 Volume of spills (gallons/liters) n",,57,seed_batch_10,medium
