batch_id,standard_reference_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_role_en,standard_role_zh,referenced_content_en,referenced_content_zh,scope_relevance_en,scope_relevance_zh,emission_type_relevance_en,emission_type_relevance_zh,accounting_principle_en,accounting_principle_zh,is_gb_standard,gb_standard_code,referenced_snippet,evidence_page,review_status,confidence_level
batch_08,batch_08__r326_sinomach__20240__other__gri,r326_sinomach__20240__other,r326_sinomach,中国机械工业集团有限公司,SINOMACH,326,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,| 报告时间范围 报告发布周期 2024年1月1日至2024年12月31 日， 本报告为年度报告，是中国机械工业集 部分内容超出上述范围。 团有限公司 《简称“国机集团”) 发布 的第十五份社会责任报告 ~ | | & 报告组织范围 te 报告数据来源 WES 见报告“走进国机”部分内 司机集团总部及下属企业 〈组织机构参 报告中数据均来自国机集团正式文件、 统计报告和财务报告等，并已通过公司 审核。 容)。 报告编制依据 司务院国资委《关于新时代中央企业高标准履行社会责任的,3,seed_batch_08,medium
batch_08,batch_08__r326_sinomach__20240__other__gb_t_36001_2015,r326_sinomach__20240__other,r326_sinomach,中国机械工业集团有限公司,SINOMACH,326,GB/T 36001-2015,GB/T 36001-2015,Other reporting framework,其他报告框架,Guideline,指引,"Referenced in the report as a reporting, assurance or methodological basis.",在报告中作为披露、鉴证或方法学依据被引用。,Enterprise-wide disclosure,企业整体披露,,,,,yes,GB/T 36001-2015,| 报告时间范围 报告发布周期 2024年1月1日至2024年12月31 日， 本报告为年度报告，是中国机械工业集 部分内容超出上述范围。 团有限公司 《简称“国机集团”) 发布 的第十五份社会责任报告 ~ | | & 报告组织范围 te 报告数据来源 WES 见报告“走进国机”部分内 司机集团总部及下属企业 〈组织机构参 报告中数据均来自国机集团正式文件、 统计报告和财务报告等，并已通过公司 审核。 容)。 报告编制依据 司务院国资委《关于新时代中央企业高标准履行社会责任的,3,seed_batch_08,medium
batch_08,batch_08__r327_talanx公司__20230__other__gri,r327_talanx公司__20230__other,r327_talanx公司,Talanx公司,Talanx公司,327,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"ernance Corporate governance 59 ESG governance 62 Digital transformation, data protection and cyber security 63 Compliance 66 Tax compliance and transparency  68 Supplier management  69 Metrics and targets  71 Further Information Ab",2,seed_batch_08,medium
batch_08,batch_08__r327_talanx公司__20230__other__tcfd,r327_talanx公司__20230__other,r327_talanx公司,Talanx公司,Talanx公司,327,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"ernance Corporate governance 59 ESG governance 62 Digital transformation, data protection and cyber security 63 Compliance 66 Tax compliance and transparency  68 Supplier management  69 Metrics and targets  71 Further Information Ab",2,seed_batch_08,medium
batch_08,batch_08__r327_talanx公司__20230__other__esrs_csrd,r327_talanx公司__20230__other,r327_talanx公司,Talanx公司,Talanx公司,327,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,nce Act (LkSG) so as to determine human rights and environmental risks in our own business areas and at our direct ­suppliers. A Group-wide project is being used to prepare for the far-reaching requirements of the Corporate Sustainability R,6,seed_batch_08,medium
batch_08,batch_08__r327_talanx公司__20230__other__pcaf,r327_talanx公司__20230__other,r327_talanx公司,Talanx公司,Talanx公司,327,PCAF,PCAF,Financed emissions accounting system,投融资排放核算体系,Accounting standard,核算标准,Accounting methodology for financed emissions and investment-related footprints.,投融资排放及投资相关碳足迹核算方法。,Scope 3,范围3,Other indirect emissions,其他间接排放,Attribution|Data quality hierarchy,归因原则|数据质量层级,no,,"alue weightings for the segments as at the starting date (31 December 2019). This prevents changes relating to the market values of the divisions’ portfolios ­affecting how their carbon intensity is managed. In 2023, the Partnership for Acc",21,seed_batch_08,medium
batch_08,batch_08__r327_talanx公司__20230__other__ghg_protocol,r327_talanx公司__20230__other,r327_talanx公司,Talanx公司,Talanx公司,327,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"Group. Scope 1 and Scope 2 greenhouse gas emissions, and Scope 3 emissions from the business travel, fuel- and energy-­related activities, paper and water consumption categories, are measured and reported in line with the reporting threshol",32,seed_batch_08,medium
batch_08,batch_08__r327_talanx公司__20230__other__iso_14064,r327_talanx公司__20230__other,r327_talanx公司,Talanx公司,Talanx公司,327,ISO 14064,ISO 14064,Other reporting framework,其他报告框架,Guideline,指引,"Referenced in the report as a reporting, assurance or methodological basis.",在报告中作为披露、鉴证或方法学依据被引用。,Enterprise-wide disclosure,企业整体披露,,,,,no,,"ctive core employees, not including the Hannover Re Group (2023: 24.357, 2022: 20,346, 2019: 19,741). 3 Total emissions are based on actual, estimated or extrapolated data. All assumptions and methods of calculation are in line with the pr",33,seed_batch_08,medium
batch_08,batch_08__r329_astrazeneca__20240__other__esrs_csrd,r329_astrazeneca__20240__other,r329_astrazeneca,阿斯利康,ASTRAZENECA,329,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"our website, www.astrazeneca.com/annualreport2024. Our sustainability reporting Our sustainability reporting is prepared in line with the UK Companies Act 2006, sections 414CA and 414CB. In anticipation of the EU Corporate Sustainability Re",2,seed_batch_08,medium
batch_08,batch_08__r329_astrazeneca__20240__other__sbti,r329_astrazeneca__20240__other,r329_astrazeneca,阿斯利康,ASTRAZENECA,329,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,e-based decarbonisation targets and making progress towards achieving net zero by 2045. We also aim to become carbon negative from 2030 for all residual GHG emissions. Transition plan for climate change Achieving our verified Science Based ,55,seed_batch_08,medium
batch_08,batch_08__r329_astrazeneca__20240__other__tcfd,r329_astrazeneca__20240__other,r329_astrazeneca,阿斯利康,ASTRAZENECA,329,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"y reporting BV Our sustainability reporting is prepared in line with the UK Companies Act 2006, the EU Non-Financial Reporting Directive, EU Taxonomy on Sustainable Activities and the recommendations of the Task Force on Climate-related Fin",61,seed_batch_08,medium
batch_08,batch_08__r329_astrazeneca__20240__other__ghg_protocol,r329_astrazeneca__20240__other,r329_astrazeneca,阿斯利康,ASTRAZENECA,329,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"s the importance of eliminating GHG emissions from our Scope 1 and Scope 2 operations through 2026. Reductions are measured against our 2015 baseline, and calculated in line with the World Resources Institute/World Business Council for Sust",128,seed_batch_08,medium
