batch_id,methodology_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,entity_id,entity_type,scope_en,scope_zh,emission_type_en,emission_type_zh,scope3_category_code,scope3_category_en,scope3_category_zh,activity_category_en,activity_category_zh,data_source_type_en,data_source_type_zh,assurance_stage_en,assurance_stage_zh,calculation_method_en,calculation_method_zh,boundary_type_en,boundary_type_zh,classification_stage_en,classification_stage_zh,estimate_basis_en,estimate_basis_zh,evidence_page,review_status,confidence_level
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p61__inventory__0001,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,,,,,,,,Fugitive emissions,散逸性排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"O CO2, CH4, N2O CO2, CH4, N2O CO2, CH4, N2O CO2, CH4, N2O Impacts Addressed I1 I1 I3 I3 I3 I2 i. The contribution of each emission scope at the target year. ii. 2024 vehicle emissions include tailpipe (tank-to-wheels) CH4 and N2O and GHGs f",,61,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p176__inventory__0002,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,,,,,,,,Fugitive emissions,散逸性排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"O CO2, CH4, N2O CO2, CH4, N2O CO2, CH4, N2O CO2, CH4, N2O Impacts Addressed I1 I1 I3 I3 I3 I2 i. The contribution of each emission scope at the target year. ii. 2024 vehicle emissions include tailpipe (tank-to-wheels) CH4 and N2O and GHGs f",,176,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p192__scope_2__0003,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,,,Secondary data,次级数据,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"based on contractual documents such as Energy Attribute Certificates. For sites where Energy Attribute Certificates are not used, the location-based approach is used to calculate market-based emissions. Ford used an electricity emission fac",,192,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p192__scope_2__0004,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Purchased steam,,Secondary data,次级数据,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"based on contractual documents such as Energy Attribute Certificates. For sites where Energy Attribute Certificates are not used, the location-based approach is used to calculate market-based emissions. Ford used an electricity emission fac",,192,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p193__scope_1__0005,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,Scope 1,范围1,Direct emissions,直接排放,,,,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"5 193 Footnote ESRS Metric 2024 Significant Scope 3 GHG Emissions (metric tons CO2e) 1, 2, 4 Total gross indirect Scope 3 GHG emissions 5 E1-6 44c 354,140,000 Category 1 — Purchased goods and services — supply chain emissions 6 E1-6 51 43,1",,193,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p193__scope_1__0006,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,Scope 1,范围1,Direct emissions,直接排放,11,Category 11,类别11 销售产品的使用,Use of sold products,销售产品使用,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"5 193 Footnote ESRS Metric 2024 Significant Scope 3 GHG Emissions (metric tons CO2e) 1, 2, 4 Total gross indirect Scope 3 GHG emissions 5 E1-6 44c 354,140,000 Category 1 — Purchased goods and services — supply chain emissions 6 E1-6 51 43,1",,193,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p193__scope_1__0007,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,Scope 1,范围1,Direct emissions,直接排放,1,Category 1,类别1 购买的商品和服务,Value-chain activities,价值链活动,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"5 193 Footnote ESRS Metric 2024 Significant Scope 3 GHG Emissions (metric tons CO2e) 1, 2, 4 Total gross indirect Scope 3 GHG emissions 5 E1-6 44c 354,140,000 Category 1 — Purchased goods and services — supply chain emissions 6 E1-6 51 43,1",,193,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p193__scope_1__0008,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,Scope 1,范围1,Direct emissions,直接排放,1,Category 1,类别1 购买的商品和服务,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"5 193 Footnote ESRS Metric 2024 Significant Scope 3 GHG Emissions (metric tons CO2e) 1, 2, 4 Total gross indirect Scope 3 GHG emissions 5 E1-6 44c 354,140,000 Category 1 — Purchased goods and services — supply chain emissions 6 E1-6 51 43,1",,193,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p193__scope_1__0009,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,Scope 1,范围1,Direct emissions,直接排放,11,Category 11,类别11 销售产品的使用,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"5 193 Footnote ESRS Metric 2024 Significant Scope 3 GHG Emissions (metric tons CO2e) 1, 2, 4 Total gross indirect Scope 3 GHG emissions 5 E1-6 44c 354,140,000 Category 1 — Purchased goods and services — supply chain emissions 6 E1-6 51 43,1",,193,seed_batch_02,medium
batch_02,batch_02__r036_fordmotor__20250__sustainabilityreport__p193__scope_1__0010,r036_fordmotor__20250__sustainabilityreport,r036_fordmotor,福特汽车公司,FORD MOTOR,36,r036_fordmotor,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"5 193 Footnote ESRS Metric 2024 Significant Scope 3 GHG Emissions (metric tons CO2e) 1, 2, 4 Total gross indirect Scope 3 GHG emissions 5 E1-6 44c 354,140,000 Category 1 — Purchased goods and services — supply chain emissions 6 E1-6 51 43,1",,193,seed_batch_02,medium
