batch_id,company_id,company_name_zh,company_name_en,world500_rank,gbt4754_section_code,gbt4754_section_name_zh,gbt4754_section_name_en,mapping_basis_en,mapping_basis_zh,review_status,confidence_level
batch_14,r257_edekazentrale,德国艾德卡公司,EDEKA ZENTRALE,257,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r266_prudentialfinancial,保德信金融集团,PRUDENTIAL FINANCIAL,266,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r269_hp,惠普公司,HP,269,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r271_tatamotors,印度塔塔汽车公司,TATA MOTORS,271,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r290_phoenixpharma,菲尼克斯医药公司,PHOENIX PHARMA,290,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r308_veoliaenvironnement,法国威立雅环境集团,VEOLIA ENVIRONNEMENT,308,I,电力、热力、燃气及水生产和供应业,"Information Transmission, Software and Information Technology Services",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r323_anzgroupholdings,澳新银行集团,ANZ GROUP HOLDINGS,323,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r333_tiaa,美国教师退休基金会,TIAA,333,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r346_dow,陶氏公司,DOW,346,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r357_magnainternational,麦格纳国际,MAGNA INTERNATIONAL,357,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r358_omvgroup,奥地利石油天然气集团,OMV GROUP,358,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r363_vale,巴西淡水河谷公司,VALE,363,B,采矿业,Mining,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r375_pegatron,和硕,PEGATRON,375,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r376_abbottlaboratories,雅培公司,ABBOTT LABORATORIES,376,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_14,r384_meituan,美团,MEITUAN,384,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
