batch_id,standard_reference_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_role_en,standard_role_zh,referenced_content_en,referenced_content_zh,scope_relevance_en,scope_relevance_zh,emission_type_relevance_en,emission_type_relevance_zh,accounting_principle_en,accounting_principle_zh,is_gb_standard,gb_standard_code,referenced_snippet,evidence_page,review_status,confidence_level
batch_13,batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gri,r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,r185_zhejianggeelyholdinggroup,浙江吉利控股集团有限公司,ZHEJIANG GEELY HOLDING GROUP,185,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,议题分析 12 13 14 15 专题: 打造可持续供应链，促进产业协同发展 负责任营销 用户服务与体验 汽车生态发展 公司治理 合规管理 风险管理 信息安全 知识产权保护 17 19 22 23 25 人才经营与发展 让世界感受爱 79 89 专题: 深耕绿色甲醇，引领低碳变革 气候治理 气候战略 气候风险与机遇管理 目标与指标 降碳行动 专题: 推动生态创新，践行自然受益 绿色生产与运营 循环经济 44 46 52 27 31 33 35 35 40 65 69 71 7,2,seed_batch_13,medium
batch_13,batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ifrs_s2,r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,r185_zhejianggeelyholdinggroup,浙江吉利控股集团有限公司,ZHEJIANG GEELY HOLDING GROUP,185,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,Disclosure standard,披露标准,Climate-related financial disclosures and emissions metrics for investors.,面向投资者的气候相关财务披露及排放指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality|Comparability,财务重要性|可比性,no,,信念，以及为全球可持续发展 目标作贡献的勃勃雄心。自 2022 年起，吉利控股集团承 诺履行以联合国公约为基础的，涵盖人权、劳工标准、环 境和反腐败领域的全球契约十项原则。 本报告涵盖2024 年 1 月 1 日至 2024 年 12 月 31 日财务年度（“报告期”）的工作。 为增强报告可比性和完整性，部分内容适当溯及以往年度或延伸至 2025 年。 本报告以简体中文和英文两种文字发布。在两种文本理解发生歧义时，请以简 体中文文本为准。 本报告参照全球可持续发展标准委员会（,4,seed_batch_13,medium
batch_13,batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gb_t_36001_2015,r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,r185_zhejianggeelyholdinggroup,浙江吉利控股集团有限公司,ZHEJIANG GEELY HOLDING GROUP,185,GB/T 36001-2015,GB/T 36001-2015,Other reporting framework,其他报告框架,Guideline,指引,"Referenced in the report as a reporting, assurance or methodological basis.",在报告中作为披露、鉴证或方法学依据被引用。,Enterprise-wide disclosure,企业整体披露,,,,,yes,GB/T 36001-2015,信念，以及为全球可持续发展 目标作贡献的勃勃雄心。自 2022 年起，吉利控股集团承 诺履行以联合国公约为基础的，涵盖人权、劳工标准、环 境和反腐败领域的全球契约十项原则。 本报告涵盖2024 年 1 月 1 日至 2024 年 12 月 31 日财务年度（“报告期”）的工作。 为增强报告可比性和完整性，部分内容适当溯及以往年度或延伸至 2025 年。 本报告以简体中文和英文两种文字发布。在两种文本理解发生歧义时，请以简 体中文文本为准。 本报告参照全球可持续发展标准委员会（,4,seed_batch_13,medium
batch_13,batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ghg_protocol,r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,r185_zhejianggeelyholdinggroup,浙江吉利控股集团有限公司,ZHEJIANG GEELY HOLDING GROUP,185,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,市运营中心（北京、深圳、 杭州、苏州、南京、成都、重庆、福州、汕头、郑州） - 路特斯科技：包括办公、直营门店、测试车队、充电场站、 莲花汽车全球智能工厂等 - 沃尔沃汽车：覆盖沃尔沃汽车公司及其子公司的制造业务与 非制造业务 -LEVC：包含翼真品牌事业部（支持服务部门、营销中心）与 翼真义乌工厂 - 雷达汽车：包含雷达新能源汽车（浙江）有限公司与山东吉 利新能源商用车有限公司 温室气体排放量的计算参照世界资源所（WRI）和世界可持续 发展工商理事会（WBCSD）发布的《温,39,seed_batch_13,medium
batch_13,batch_13__r198_wilmarinternational__20240__other__tcfd,r198_wilmarinternational__20240__other,r198_wilmarinternational,丰益国际,WILMAR INTERNATIONAL,198,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,2 Data Security and Privacy 158 APPENDIX 160 Materiality 160 External Assurance from Ernst & Young LLP 164 External Assurance from Control Union Certifications 166 Aligning with the Recommendations from the Task Force of Climate-Related Fin,2,seed_batch_13,medium
batch_13,batch_13__r198_wilmarinternational__20240__other__gri,r198_wilmarinternational__20240__other,r198_wilmarinternational,丰益国际,WILMAR INTERNATIONAL,198,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"Understanding the need to provide our stakeholders with decision-useful, relevant and timely information, Wilmar seeks to refine our reporting practices year on year. We align closely with global best practices, applying the Global Reportin",3,seed_batch_13,medium
batch_13,batch_13__r198_wilmarinternational__20240__other__ifrs_s2,r198_wilmarinternational__20240__other,r198_wilmarinternational,丰益国际,WILMAR INTERNATIONAL,198,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,Disclosure standard,披露标准,Climate-related financial disclosures and emissions metrics for investors.,面向投资者的气候相关财务披露及排放指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality|Comparability,财务重要性|可比性,no,,"enhancements to sustainability reporting regulations, Wilmar seeks to progressively incorporate the International Financial Reporting Standards (IFRS) Sustainability Disclosure Standards S2 into our disclosures. This Report marks our first ",4,seed_batch_13,medium
batch_13,batch_13__r198_wilmarinternational__20240__other__sbti,r198_wilmarinternational__20240__other,r198_wilmarinternational,丰益国际,WILMAR INTERNATIONAL,198,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"n our commitment to environmental stewardship. In 2024, we made substantial progress in reducing our greenhouse gas (GHG) emissions and advancing supply chain transparency. We achieved a major milestone this year when our Net-Zero Targets w",6,seed_batch_13,medium
batch_13,batch_13__r198_wilmarinternational__20240__other__ghg_protocol,r198_wilmarinternational__20240__other,r198_wilmarinternational,丰益国际,WILMAR INTERNATIONAL,198,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,to align with our NDPE commitments and Agriculture Sectoral Roadmap to 1.5-degree Celsius: Palm Oil Sectoral Roadmap Commitment Index. 7 These avoided emissions directly contribute to a reduction in our Scope 1 emissions. Emissions are calc,24,seed_batch_13,medium
batch_13,batch_13__r198_wilmarinternational__20240__other__sasb,r198_wilmarinternational__20240__other,r198_wilmarinternational,丰益国际,WILMAR INTERNATIONAL,198,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,"ng reliance on fossil fuels and minimal efforts to mitigate climate change STEM Science, technology, engineering and mathematics Sugar Australia A Wilmar majority-owned sugar refining joint venture based in Australia Sustainability Accounti",90,seed_batch_13,medium
