batch_id,company_id,company_name_zh,company_name_en,world500_rank,gbt4754_section_code,gbt4754_section_name_zh,gbt4754_section_name_en,mapping_basis_en,mapping_basis_zh,review_status,confidence_level
batch_09,r398_compassgroup,康帕斯集团,COMPASS GROUP,398,H,住宿和餐饮业,Accommodation and Catering,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r399_meijiyasudalifeinsurance,日本明治安田生命保险公司,MEIJI YASUDA LIFE INSURANCE,399,J,金融业,Finance,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r401_suncorenergy,森科能源公司,SUNCOR ENERGY,401,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r403_ubertechnologies公司,Uber Technologies公司,Uber Technologies公司,403,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r406_suzukimotor,铃木汽车,SUZUKI MOTOR,406,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r407_haiersmarthome,海尔智家股份有限公司,HAIER SMART HOME,407,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r409_laposte,法国邮政,LA POSTE,409,G,交通运输、仓储和邮政业,"Transport, Storage and Post",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r413_honeywellinternational,霍尼韦尔国际公司,HONEYWELL INTERNATIONAL,413,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r416_mitsubishielectric,三菱电机股份有限公司,MITSUBISHI ELECTRIC,416,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r418_chinadatang,中国大唐集团有限公司,CHINA DATANG,418,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r421_jardinematheson,怡和集团,JARDINE MATHESON,421,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r422_mondelezinternational,亿滋国际,MONDELEZ INTERNATIONAL,422,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r423_daiwahouseindustry,大和房建,DAIWA HOUSE INDUSTRY,423,E,建筑业,Construction,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r424_starbucks,星巴克公司,STARBUCKS,424,H,住宿和餐饮业,Accommodation and Catering,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r425_olamgroup,新加坡奥兰集团,OLAM GROUP,425,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r426_qualcomm,高通,QUALCOMM,426,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r427_broadcom,博通公司,BROADCOM,427,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r428_jfeholdings,日本钢铁工程控股公司,JFE HOLDINGS,428,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r431_elo集团,ELO集团,ELO集团,431,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r433_mercadona公司,Mercadona公司,Mercadona公司,433,F,批发和零售业,Wholesale and Retail Trade,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r434_drhorton公司,D.R. Horton公司,D.R. Horton公司,434,E,建筑业,Construction,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r440_philipmorrisinternational,菲利普－莫里斯国际公司,PHILIP MORRIS INTERNATIONAL,440,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r441_paccar,帕卡公司,PACCAR,441,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r443_crh公司,CRH公司,CRH公司,443,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
batch_09,r445_salesforce,赛富时,SALESFORCE,445,C,制造业,Manufacturing,Mapped directly from the world500 registry entry.,Directly mapped from the world500 registry GB/T 4754-2017 section field.,registry_mapped,high
