batch_id,standard_reference_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_role_en,standard_role_zh,referenced_content_en,referenced_content_zh,scope_relevance_en,scope_relevance_zh,emission_type_relevance_en,emission_type_relevance_zh,accounting_principle_en,accounting_principle_zh,is_gb_standard,gb_standard_code,referenced_snippet,evidence_page,review_status,confidence_level
batch_10,batch_10__r446_aiagroup__nan__esgreport__iso_14064,r446_aiagroup__nan__esgreport,r446_aiagroup,友邦保险控股有限公司,AIA GROUP,446,ISO 14064,ISO 14064,Other reporting framework,其他报告框架,Guideline,指引,"Referenced in the report as a reporting, assurance or methodological basis.",在报告中作为披露、鉴证或方法学依据被引用。,Enterprise-wide disclosure,企业整体披露,,,,,no,,"Song - AIA Journey」計劃向弱勢兒童提供超 過13,000輛自行車，提升他們接受 教育的機會。 「Sac Hong Thang 10 — 粉紅十月」活動旨在提高公 眾對乳癌的認識，而芹滁縣 （Can Gio）撥出10公頃紅樹林用作 支持氣候行動。我們也為受颱風摩 羯吹襲的民眾提供救災物資，並透 過友邦保險「AIA健康校園」計劃 鼓勵20,000多名師生參與。 這些行動體現友邦保險幫助大眾 實踐「健康、長久、好生活」的使 命，同時為可持續發展的未來作 出貢獻。 ",10,seed_batch_10,medium
batch_10,batch_10__r446_aiagroup__nan__esgreport__gri,r446_aiagroup__nan__esgreport,r446_aiagroup,友邦保险控股有限公司,AIA GROUP,446,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,。 為履行我們的可持續業務實踐承諾， 友邦保險每兩年與廣泛持份者互動， 進行全面的重要性評估，確保能夠配 合不斷轉變的可持續發展策略優先任 務。我們運用這次評估所收集的意見 制訂友邦保險的環境、社會及管治策 略，為每個已確定的重要議題設計具 針對性的行動計劃。 2024 年，我們與第三方顧問合作， 進行最新一次的雙重重要性評估。這 個程序獲得不同持份者群體的參與， 在了解他們對主要環境、社會及管治 議題的觀點後，我們將之與友邦保險 的五大支柱策略框架配合。我們遵從 全球最佳實,22,seed_batch_10,medium
batch_10,batch_10__r446_aiagroup__nan__esgreport__ifrs_s2,r446_aiagroup__nan__esgreport,r446_aiagroup,友邦保险控股有限公司,AIA GROUP,446,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,Disclosure standard,披露标准,Climate-related financial disclosures and emissions metrics for investors.,面向投资者的气候相关财务披露及排放指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality|Comparability,财务重要性|可比性,no,,。 為履行我們的可持續業務實踐承諾， 友邦保險每兩年與廣泛持份者互動， 進行全面的重要性評估，確保能夠配 合不斷轉變的可持續發展策略優先任 務。我們運用這次評估所收集的意見 制訂友邦保險的環境、社會及管治策 略，為每個已確定的重要議題設計具 針對性的行動計劃。 2024 年，我們與第三方顧問合作， 進行最新一次的雙重重要性評估。這 個程序獲得不同持份者群體的參與， 在了解他們對主要環境、社會及管治 議題的觀點後，我們將之與友邦保險 的五大支柱策略框架配合。我們遵從 全球最佳實,22,seed_batch_10,medium
batch_10,batch_10__r446_aiagroup__nan__esgreport__sbti,r446_aiagroup__nan__esgreport,r446_aiagroup,友邦保险控股有限公司,AIA GROUP,446,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,動以客為 本的創新，優先推出有助提升整體醫 護體驗的健康計劃。我們在年內運用 數據驅動的見解及分析來改善醫療保 健服務的質素，為服務供應者提供具 參考價值的資訊，以優化患者護理質 素及結果。透過持續改進友邦保險的 方針，我們為未來塑造一個更高效、 更共融及可持續發展的醫療保健生態 系統。 可持續投資 本支柱透過尋找可持續的投資成果、 為未來投資，以及與我們所投資公司 互動，從而實現我們的短期投資目標 和淨零排放承諾，藉此創造長期 價值。 在2024 年，我們在實現於2023 ,24,seed_batch_10,medium
batch_10,batch_10__r446_aiagroup__nan__esgreport__ghg_protocol,r446_aiagroup__nan__esgreport,r446_aiagroup,友邦保险控股有限公司,AIA GROUP,446,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,變化。 經驗證的數據 為了確保數據及相關流程的可靠性， 節選的可持續發展資料已皆由友邦保 險的外部核數師（「羅兵咸永道」） 鑒證。友邦保險 2024 年子報告：員 工與文化中的關鍵績效指標，包括按 性別和年齡劃分的員工流失率（第6 頁）以及按市場、性別、年齡及職級 劃分的員工結構概覽（第10 頁）依 據獨立執業會計師就友邦保險控股有 限公司的經識別的可持續發展資料的 有限保證鑒證報告進行鑒證。請參閱 第32 頁以獲取此數據鑒證工作中涵 蓋的細分營運範圍。 數據計量方法 友邦保,58,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__gri,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,2 JABIL SUSTAINABILITY PROGRESS REPORT 2024 2 JABIL SUSTAINABILITY PROGRESS REPORT 2024 Our People and Communities Our Innovative Solutions Our Operations and Resources GRI and SASB Standards Index Message from CEO Pillars of Sustainability,3,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__sasb,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,2 JABIL SUSTAINABILITY PROGRESS REPORT 2024 2 JABIL SUSTAINABILITY PROGRESS REPORT 2024 Our People and Communities Our Innovative Solutions Our Operations and Resources GRI and SASB Standards Index Message from CEO Pillars of Sustainability,3,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__esrs_csrd,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"standing of our total carbon footprint | Nearly 590,000 volunteer hours contributed by employees worldwide In addition, we are proactively aligning with a variety of global and regional regulations, including the Corporate Sustainability R",4,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__tcfd,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,38 JABIL SUSTAINABILITY PROGRESS REPORT 2024 MESSAGE FROM CEO PILLARS & TOP PRIORITIES GRI & SASB INDEX OUR INNOVATIVE SOLUTIONS OUR OPERATIONS & RESOURCES OUR PEOPLE & COMMUNITIES AWARDS & RECOGNITION GOALS & PROGRESS GRI & SASB INDEX Gene,39,seed_batch_10,medium
batch_10,batch_10__r448_jabil__20240__sustainabilityreport__ghg_protocol,r448_jabil__20240__sustainabilityreport,r448_jabil,捷普公司,JABIL,448,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,missions GRI 305-1 Direct GHG emissions (Scope 1) GRI 305-2 Indirect GHG emissions (Scope 2) GRI 305-3 Other indirect GHG emissions (Scope 3) GRI 305-4 GHG emissions intensity GRI 305-5 Reduction of GHG emissions Methodology used: • Accoun,55,seed_batch_10,medium
