queue_type,queue_priority,recommended_action_en,recommended_action_zh,review_priority,evidence_boundary,technology_id,technology_name_en,technology_name_zh,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_en,industry_section_zh,company_count_in_cluster,cluster_evidence_count,cluster_cost_signal_count,timeline_near_count,timeline_mid_count,timeline_long_count,subtypes_en,subtypes_zh,standards_en,standards_zh,sample_pages,sample_source_files,company_evidence_count,company_sample_snippet_en,company_timeline_years,company_cost_signal_present,company_specific_evidence_status,sample_snippets_en
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,carbon_management,"Carbon management, methane, CCUS, and removals",碳管理、甲烷、CCUS 与碳移除,r401_suncorenergy,SUNCOR ENERGY,森科能源公司,401,D,"Electricity, Heat, Gas and Water Production and Supply",电力、热力、燃气及水生产和供应业,43,418,35,382,31,24,CCUS / CCS: 15 | Methane and flaring reduction: 330 | Removals and offsets: 65,CCUS / CCS: 15 | 甲烷与火炬减排: 330 | 碳移除与抵消: 65,GHG Protocol Corporate Standard | Project Protocol / removals evidence when cited,GHG Protocol 企业核算标准 | 原文引用时的项目协议/移除证据,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,0,,,no,missing_company_specific_snippet,"Note External limited assurance symbol 27,708 Upstream methane emissions reduced by 11.4%, primarily due to the increased implementation of flare gas recovery systems to reduce venting and flaring, and increased leak detection and repair in | s approach avoided 76 MMscf of flaring by mitigating potential plant feed bottlenecks during natural gas liquids train outages. • The Berri gas plant reduced planned flaring by 65% in 2024, cutting 16 MMscf, through innovative procedures li | Link to strategic theme: Upstream preeminence Link to strategic enabler: Technology In 2024, Aramco’s flaring intensity was 6.07 Note External limited assurance symbol scf/boe, which represents a 7.6% increase compared to 2023. | Scope 1 GHG emissions Direct emissions, which include GHG emissions from on-site fuel combustion, flaring, venting, and fugitive emissions. | Note External limited assurance symbol 27,708 Upstream methane emissions reduced by 11.4%, primarily due to the increased implementation of flare gas recovery systems to reduce venting and flaring, and increased leak detection and repair in"
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,carbon_management,"Carbon management, methane, CCUS, and removals",碳管理、甲烷、CCUS 与碳移除,r454_sompoholdings,SOMPO HOLDINGS,损保控股有限公司,454,J,Finance,金融业,43,418,35,382,31,24,CCUS / CCS: 15 | Methane and flaring reduction: 330 | Removals and offsets: 65,CCUS / CCS: 15 | 甲烷与火炬减排: 330 | 碳移除与抵消: 65,GHG Protocol Corporate Standard | Project Protocol / removals evidence when cited,GHG Protocol 企业核算标准 | 原文引用时的项目协议/移除证据,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,0,,,no,missing_company_specific_snippet,"Note External limited assurance symbol 27,708 Upstream methane emissions reduced by 11.4%, primarily due to the increased implementation of flare gas recovery systems to reduce venting and flaring, and increased leak detection and repair in | s approach avoided 76 MMscf of flaring by mitigating potential plant feed bottlenecks during natural gas liquids train outages. • The Berri gas plant reduced planned flaring by 65% in 2024, cutting 16 MMscf, through innovative procedures li | Link to strategic theme: Upstream preeminence Link to strategic enabler: Technology In 2024, Aramco’s flaring intensity was 6.07 Note External limited assurance symbol scf/boe, which represents a 7.6% increase compared to 2023. | Scope 1 GHG emissions Direct emissions, which include GHG emissions from on-site fuel combustion, flaring, venting, and fugitive emissions. | Note External limited assurance symbol 27,708 Upstream methane emissions reduced by 11.4%, primarily due to the increased implementation of flare gas recovery systems to reduce venting and flaring, and increased leak detection and repair in"
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,carbon_management,"Carbon management, methane, CCUS, and removals",碳管理、甲烷、CCUS 与碳移除,r461_rabobankgroup,RABOBANK GROUP,荷兰合作银行集团,461,J,Finance,金融业,43,418,35,382,31,24,CCUS / CCS: 15 | Methane and flaring reduction: 330 | Removals and offsets: 65,CCUS / CCS: 15 | 甲烷与火炬减排: 330 | 碳移除与抵消: 65,GHG Protocol Corporate Standard | Project Protocol / removals evidence when cited,GHG Protocol 企业核算标准 | 原文引用时的项目协议/移除证据,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,0,,,no,missing_company_specific_snippet,"Note External limited assurance symbol 27,708 Upstream methane emissions reduced by 11.4%, primarily due to the increased implementation of flare gas recovery systems to reduce venting and flaring, and increased leak detection and repair in | s approach avoided 76 MMscf of flaring by mitigating potential plant feed bottlenecks during natural gas liquids train outages. • The Berri gas plant reduced planned flaring by 65% in 2024, cutting 16 MMscf, through innovative procedures li | Link to strategic theme: Upstream preeminence Link to strategic enabler: Technology In 2024, Aramco’s flaring intensity was 6.07 Note External limited assurance symbol scf/boe, which represents a 7.6% increase compared to 2023. | Scope 1 GHG emissions Direct emissions, which include GHG emissions from on-site fuel combustion, flaring, venting, and fugitive emissions. | Note External limited assurance symbol 27,708 Upstream methane emissions reduced by 11.4%, primarily due to the increased implementation of flare gas recovery systems to reduce venting and flaring, and increased leak detection and repair in"
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,low_carbon_materials,Low-carbon materials and process changes,低碳材料与工艺改造,r301_swissre,SWISS RE,瑞士再保险股份有限公司,301,J,Finance,金融业,51,184,14,164,14,10,"Steel, cement, and heavy materials: 64 | Product redesign and substitution: 0 | Process upgrade: 0",钢铁、水泥等高耗能材料: 64 | 产品设计与材料替代: 0 | 工艺升级: 0,Product or process evidence | GHG Protocol when inventory effects are cited,产品/工艺证据 | 涉及清单影响时的 GHG Protocol,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,0,,,no,missing_company_specific_snippet,ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,low_carbon_materials,Low-carbon materials and process changes,低碳材料与工艺改造,r305_denso,DENSO,电装公司,305,C,Manufacturing,制造业,51,184,14,164,14,10,"Steel, cement, and heavy materials: 64 | Product redesign and substitution: 0 | Process upgrade: 0",钢铁、水泥等高耗能材料: 64 | 产品设计与材料替代: 0 | 工艺升级: 0,Product or process evidence | GHG Protocol when inventory effects are cited,产品/工艺证据 | 涉及清单影响时的 GHG Protocol,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,0,,,no,missing_company_specific_snippet,ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,low_carbon_materials,Low-carbon materials and process changes,低碳材料与工艺改造,r317_tokyoelectricpower,TOKYO ELECTRIC POWER,东京电力公司,317,I,"Information Transmission, Software and Information Technology Services",电力、热力、燃气及水生产和供应业,51,184,14,164,14,10,"Steel, cement, and heavy materials: 64 | Product redesign and substitution: 0 | Process upgrade: 0",钢铁、水泥等高耗能材料: 64 | 产品设计与材料替代: 0 | 工艺升级: 0,Product or process evidence | GHG Protocol when inventory effects are cited,产品/工艺证据 | 涉及清单影响时的 GHG Protocol,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,0,,,no,missing_company_specific_snippet,ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,low_carbon_materials,Low-carbon materials and process changes,低碳材料与工艺改造,r346_dow,DOW,陶氏公司,346,C,Manufacturing,制造业,51,184,14,164,14,10,"Steel, cement, and heavy materials: 64 | Product redesign and substitution: 0 | Process upgrade: 0",钢铁、水泥等高耗能材料: 64 | 产品设计与材料替代: 0 | 工艺升级: 0,Product or process evidence | GHG Protocol when inventory effects are cited,产品/工艺证据 | 涉及清单影响时的 GHG Protocol,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,0,,,no,missing_company_specific_snippet,ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,low_carbon_materials,Low-carbon materials and process changes,低碳材料与工艺改造,r348_loréal,L'ORÉAL,欧莱雅,348,C,Manufacturing,制造业,51,184,14,164,14,10,"Steel, cement, and heavy materials: 64 | Product redesign and substitution: 0 | Process upgrade: 0",钢铁、水泥等高耗能材料: 64 | 产品设计与材料替代: 0 | 工艺升级: 0,Product or process evidence | GHG Protocol when inventory effects are cited,产品/工艺证据 | 涉及清单影响时的 GHG Protocol,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,0,,,no,missing_company_specific_snippet,ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,low_carbon_materials,Low-carbon materials and process changes,低碳材料与工艺改造,r350_telefónica,TELEFÓNICA,西班牙电话公司,350,I,"Information Transmission, Software and Information Technology Services",信息传输、软件和信息技术服务业,51,184,14,164,14,10,"Steel, cement, and heavy materials: 64 | Product redesign and substitution: 0 | Process upgrade: 0",钢铁、水泥等高耗能材料: 64 | 产品设计与材料替代: 0 | 工艺升级: 0,Product or process evidence | GHG Protocol when inventory effects are cited,产品/工艺证据 | 涉及清单影响时的 GHG Protocol,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,0,,,no,missing_company_specific_snippet,ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin
company_specific_technology_evidence_backfill,P0,Find a company-specific PDF snippet for this technology path before treating the company-path edge as evidence-backed.,先补回该企业对应该技术路径的 PDF 片段，再把企业-技术路径边视为有证据支撑。,P0_backfill_company_specific_technology_evidence,disclosure_keyword_signal_not_project_cost_or_verified_abatement,low_carbon_materials,Low-carbon materials and process changes,低碳材料与工艺改造,r368_lyondellbasellindustries,LYONDELLBASELL INDUSTRIES,利安德巴塞尔工业公司,368,C,Manufacturing,制造业,51,184,14,164,14,10,"Steel, cement, and heavy materials: 64 | Product redesign and substitution: 0 | Process upgrade: 0",钢铁、水泥等高耗能材料: 64 | 产品设计与材料替代: 0 | 工艺升级: 0,Product or process evidence | GHG Protocol when inventory effects are cited,产品/工艺证据 | 涉及清单影响时的 GHG Protocol,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,0,,,no,missing_company_specific_snippet,ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin | e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin
