activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank
,,,r001_walmart,WALMART,沃尔玛,,,,,,沃尔玛,,company::r001_walmart,Company,,,,,,,1
,,,,,,,,,,,r001_walmart__20250__esgreport,matched_auto_high,report::r001_walmart__20250__esgreport,Report,113,r001_walmart__20250__esgreport,,,FY2025-Walmart-ESG-Report.pdf,,
,,,,,,,,,,,FY2025-Walmart-ESG-Report.pdf,,source::FY2025-Walmart-ESG-Report.pdf,SourceFile,,,,,FY2025-Walmart-ESG-Report.pdf,,
,,,r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,,,,,,沙特阿美公司,,company::r004_saudiaramco,Company,,,,,,,4
,,,,,,,,,,,r004_saudiaramco__20240__sustainabilityreport,matched_auto_high,report::r004_saudiaramco__20240__sustainabilityreport,Report,71,r004_saudiaramco__20240__sustainabilityreport,,,2024-saudi-aramco-sustainability-report-full-en.pdf,,
,,,,,,,,,,,2024-saudi-aramco-sustainability-report-full-en.pdf,,source::2024-saudi-aramco-sustainability-report-full-en.pdf,SourceFile,,,,,2024-saudi-aramco-sustainability-report-full-en.pdf,,
,,,r007_apple,APPLE,苹果公司,,,,,,苹果公司,,company::r007_apple,Company,,,,,,,7
,,,,,,,,,,,r007_apple__20250__other,matched_auto_high,report::r007_apple__20250__other,Report,126,r007_apple__20250__other,,,Apple_Environmental_Progress_Report_2025.pdf,,
,,,,,,,,,,,Apple_Environmental_Progress_Report_2025.pdf,,source::Apple_Environmental_Progress_Report_2025.pdf,SourceFile,,,,,Apple_Environmental_Progress_Report_2025.pdf,,
,,,r008_unitedhealthgroup,UNITEDHEALTH GROUP,联合健康集团,,,,,,联合健康集团,,company::r008_unitedhealthgroup,Company,,,,,,,8
,,,,,,,,,,,r008_unitedhealthgroup__20240__sustainabilityreport,matched_auto_high,report::r008_unitedhealthgroup__20240__sustainabilityreport,Report,87,r008_unitedhealthgroup__20240__sustainabilityreport,,,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,,
,,,,,,,,,,,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,,source::UNITEDHEALTH GROUP—2024-sustainability-report.pdf,SourceFile,,,,,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,,
,,,r010_cvshealth公司,CVS Health公司,CVS Health公司,,,,,,CVS Health公司,,company::r010_cvshealth公司,Company,,,,,,,10
,,,,,,,,,,,r010_cvshealth公司__20240__impactreport,matched_auto_high,report::r010_cvshealth公司__20240__impactreport,Report,98,r010_cvshealth公司__20240__impactreport,,,CVS Health-2024-Impact-Report-Appendix.pdf,,
,,,,,,,,,,,CVS Health-2024-Impact-Report-Appendix.pdf,,source::CVS Health-2024-Impact-Report-Appendix.pdf,SourceFile,,,,,CVS Health-2024-Impact-Report-Appendix.pdf,,
,,,r011_volkswagen,VOLKSWAGEN,大众公司,,,,,,大众公司,,company::r011_volkswagen,Company,,,,,,,11
,,,,,,,,,,,r011_volkswagen__20230__sustainabilityreport,matched_auto_high,report::r011_volkswagen__20230__sustainabilityreport,Report,136,r011_volkswagen__20230__sustainabilityreport,,,2023_Volkswagen_Group_Sustainability_Report.pdf,,
,,,,,,,,,,,2023_Volkswagen_Group_Sustainability_Report.pdf,,source::2023_Volkswagen_Group_Sustainability_Report.pdf,SourceFile,,,,,2023_Volkswagen_Group_Sustainability_Report.pdf,,
,,,r012_exxonmobil,EXXON MOBIL,埃克森美孚,,,,,,埃克森美孚,,company::r012_exxonmobil,Company,,,,,,,12
,,,,,,,,,,,r012_exxonmobil__20250__sustainabilityreport,matched_auto_high,report::r012_exxonmobil__20250__sustainabilityreport,Report,72,r012_exxonmobil__20250__sustainabilityreport,,,EXXON MOBIL-sustainability-report-2025.pdf,,
,,,,,,,,,,,EXXON MOBIL-sustainability-report-2025.pdf,,source::EXXON MOBIL-sustainability-report-2025.pdf,SourceFile,,,,,EXXON MOBIL-sustainability-report-2025.pdf,,
,,,r013_shell,SHELL,壳牌公司,,,,,,壳牌公司,,company::r013_shell,Company,,,,,,,13
,,,,,,,,,,,r013_shell__20240__annualreport,matched_auto_high,report::r013_shell__20240__annualreport,Report,481,r013_shell__20240__annualreport,,,shell-annual-report-2024.pdf,,
,,,,,,,,,,,shell-annual-report-2024.pdf,,source::shell-annual-report-2024.pdf,SourceFile,,,,,shell-annual-report-2024.pdf,,
,,,r014_chinastateconstructionengineering,CHINA STATE CONSTRUCTION ENGINEERING,中国建筑集团有限公司,,,,,,中国建筑集团有限公司,,company::r014_chinastateconstructionengineering,Company,,,,,,,14
