activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank
,,,r498_瑞士abb集团,瑞士ABB集团,瑞士ABB集团,,,,,,瑞士ABB集团,,company::r498_瑞士abb集团,Company,,,,,,,498
,,,,,,,,,,,r498_瑞士abb集团__20240__sustainabilityreport,matched_auto_medium,report::r498_瑞士abb集团__20240__sustainabilityreport,Report,132,r498_瑞士abb集团__20240__sustainabilityreport,,,ABB Sustainability Statement 2024.pdf,,
,,,,,,,,,,,ABB Sustainability Statement 2024.pdf,,source::ABB Sustainability Statement 2024.pdf,SourceFile,,,,,ABB Sustainability Statement 2024.pdf,,
,,,,,,,,C,Manufacturing,制造业,C 制造业,,industry::C,IndustrySection,,,,,,,
,,,,,,,,,,,GRI,,standard::GRI,Standard,,,,,,GRI,
,,,,,,,3,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__gri,,standard_ref::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__gri,StandardReference,,,seed_batch_15,,,,
,,,,,,,,,,,ESG披露框架,,standard_family::ESG disclosure framework,StandardFamily,,,,,,,
,,,,,,,,,,,披露标准,,standard_role::Disclosure standard,StandardRole,,,,,,,
,,,,,,,,,,,SASB,,standard::SASB,Standard,,,,,,SASB,
,,,,,,,3,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__sasb,,standard_ref::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__sasb,StandardReference,,,seed_batch_15,,,,
,,,,,,,,,,,行业披露框架,,standard_family::Industry disclosure framework,StandardFamily,,,,,,,
,,,,,,,,,,,披露指引,,standard_role::Disclosure guideline,StandardRole,,,,,,,
,,,,,,,,,,,IFRS S2,,standard::IFRS S2,Standard,,,,,,IFRS S2,
,,,,,,,3,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__ifrs_s2,,standard_ref::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__ifrs_s2,StandardReference,,,seed_batch_15,,,,
,,,,,,,,,,,气候披露标准,,standard_family::Climate disclosure standard,StandardFamily,,,,,,,
,,,,,,,,,,,ESRS/CSRD,,standard::ESRS/CSRD,Standard,,,,,,ESRS/CSRD,
,,,,,,,3,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__esrs_csrd,,standard_ref::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__esrs_csrd,StandardReference,,,seed_batch_15,,,,
,,,,,,,,,,,欧盟可持续披露体系,,standard_family::EU sustainability disclosure regime,StandardFamily,,,,,,,
,,,,,,,,,,,SBTi,,standard::SBTi,Standard,,,,,,SBTi,
,,,,,,,14,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__sbti,,standard_ref::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__sbti,StandardReference,,,seed_batch_15,,,,
,,,,,,,,,,,气候目标治理体系,,standard_family::Climate target governance system,StandardFamily,,,,,,,
,,,,,,,,,,,目标审定指引,,standard_role::Target validation guideline,StandardRole,,,,,,,
,,,,,,,,,,,GHG Protocol,,standard::GHG Protocol,Standard,,,,,,GHG Protocol,
,,,,,,,37,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__ghg_protocol,,standard_ref::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__ghg_protocol,StandardReference,,,seed_batch_15,,,,
,,,,,,,,,,,温室气体核算体系,,standard_family::GHG accounting system,StandardFamily,,,,,,,
,,,,,,,,,,,核算标准,,standard_role::Accounting standard,StandardRole,,,,,,,
Process emissions,Report disclosure,,,,,,31,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p31__inventory__0001,,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p31__inventory__0001,MethodologyFact,,,seed_batch_15,,,,
,,,,,,,,,,,报告披露,,assurance::Report disclosure,AssuranceStage,,,,,,,
,,,,,,,,,,,过程排放,,activity::Process emissions,ActivityCategory,,,,,,,
,Report disclosure,Market-based,,,,,36,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0002,,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0002,MethodologyFact,,,seed_batch_15,Scope 1,,,
,,,,,,,,,,,范围1,,scope::Scope 1,Scope,,,,,,,
,,,,,,,,,,,市场法,,calc_method::Market-based,CalculationMethod,,,,,,,
Waste in operations,Report disclosure,Market-based,,,,,36,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0003,,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0003,MethodologyFact,,,seed_batch_15,Scope 1,,,
,,,,,,,,,,,运营废弃物,,activity::Waste in operations,ActivityCategory,,,,,,,
,,,,,,,,,,,类别5 运营产生的废弃物,,scope3::5.0,Scope3Category,,,,,,,
Business travel,Report disclosure,Market-based,,,,,36,,,,batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0004,,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0004,MethodologyFact,,,seed_batch_15,Scope 1,,,
,,,,,,,,,,,商务差旅,,activity::Business travel,ActivityCategory,,,,,,,
,,,,,,,,,,,类别6 商务差旅,,scope3::6.0,Scope3Category,,,,,,,
