evidence_page,relation,source,target
,publishes,company::r185_zhejianggeelyholdinggroup,report::r185_zhejianggeelyholdinggroup__20240__sustainabilityreport
,matched_to_source,report::r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,source::Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf
,publishes,company::r198_wilmarinternational,report::r198_wilmarinternational__20240__other
,matched_to_source,report::r198_wilmarinternational__20240__other,source::24_0151_wilmar_2024_sr-v7-27-may.pdf
,publishes,company::r203_aeon,report::r203_aeon__nan__sustainabilityreport
,matched_to_source,report::r203_aeon__nan__sustainabilityreport,source::AEON sustainability report.pdf
,publishes,company::r207_hca医疗保健公司,report::r207_hca医疗保健公司__20230__sustainabilityreport
,matched_to_source,report::r207_hca医疗保健公司__20230__sustainabilityreport,source::HCA HEALTHCARE_2023_annualsustainabilityreport.pdf
,publishes,company::r209_lg电子,report::r209_lg电子__20240__sustainabilityreport
,matched_to_source,report::r209_lg电子__20240__sustainabilityreport,source::2024-2025_LGE_Sustainability_Report_English.pdf
,publishes,company::r237_deltaairlines,report::r237_deltaairlines__20240__other
,matched_to_source,report::r237_deltaairlines__20240__other,source::delta-difference-2024-report.pdf
,publishes,company::r257_edekazentrale,report::r257_edekazentrale__20230__other
,matched_to_source,report::r257_edekazentrale__20230__other,source::edeka_group_company_report_2023__english_version-2.pdf
,publishes,company::r266_prudentialfinancial,report::r266_prudentialfinancial__20240__sustainabilityreport
,matched_to_source,report::r266_prudentialfinancial__20240__sustainabilityreport,source::Prudential-s-2024-Sustainability-Report.pdf
,publishes,company::r269_hp,report::r269_hp__20240__sustainabilityreport
,matched_to_source,report::r269_hp__20240__sustainabilityreport,source::2024_HP_sustainability_report.pdf
,publishes,company::r271_tatamotors,report::r271_tatamotors__20240__other
,matched_to_source,report::r271_tatamotors__20240__other,source::tata-motor-IAR-2024-25.pdf
,publishes,company::r290_phoenixpharma,report::r290_phoenixpharma__20240__sustainabilityreport
,matched_to_source,report::r290_phoenixpharma__20240__sustainabilityreport,source::PHOENIX_Sustainability_Report_2024_25.pdf
,publishes,company::r308_veoliaenvironnement,report::r308_veoliaenvironnement__20240__esgreport
,matched_to_source,report::r308_veoliaenvironnement__20240__esgreport,source::veolia-2024-esg-report.pdf
,publishes,company::r323_anzgroupholdings,report::r323_anzgroupholdings__20240__esgreport
,matched_to_source,report::r323_anzgroupholdings__20240__esgreport,source::anz-2024-esg-supplement.pdf
,publishes,company::r333_tiaa,report::r333_tiaa__20240__climatereport
,matched_to_source,report::r333_tiaa__20240__climatereport,source::TIAA climate_report_2024.pdf
,publishes,company::r346_dow,report::r346_dow__20240__other
,matched_to_source,report::r346_dow__20240__other,source::DOW-2024-progress-report.pdf
,publishes,company::r357_magnainternational,report::r357_magnainternational__20240__sustainabilityreport
,matched_to_source,report::r357_magnainternational__20240__sustainabilityreport,source::101227_magna_sustainabilityreport_fy2024_final_cda.pdf
,publishes,company::r358_omvgroup,report::r358_omvgroup__nan__other
,matched_to_source,report::r358_omvgroup__nan__other,source::entire-omv-ar24.pdf
,publishes,company::r363_vale,report::r363_vale__20240__other
,matched_to_source,report::r363_vale__20240__other,source::VALE Relato Integrado Vale 2024.pdf
,publishes,company::r375_pegatron,report::r375_pegatron__20230__annualreport
,matched_to_source,report::r375_pegatron__20230__annualreport,source::和硕年度报告2023.pdf
,publishes,company::r376_abbottlaboratories,report::r376_abbottlaboratories__20240__sustainabilityreport
,matched_to_source,report::r376_abbottlaboratories__20240__sustainabilityreport,source::Abbott-2024-Global-Sustainability-Report-June-2025.pdf
,publishes,company::r384_meituan,report::r384_meituan__20240__other
,matched_to_source,report::r384_meituan__20240__other,source::美团2024 corporate social responsibility report.pdf
,publishes,company::r391_西班牙acs集团,report::r391_西班牙acs集团__20240__sustainabilityreport
,matched_to_source,report::r391_西班牙acs集团__20240__sustainabilityreport,source::2024_ACS_Sustainability_Report.pdf
,publishes,company::r395_pbfenergy公司,report::r395_pbfenergy公司__20240__sustainabilityreport
,matched_to_source,report::r395_pbfenergy公司__20240__sustainabilityreport,source::2024-PBF-Sustainability-Report.pdf
,publishes,company::r415_sfholding,report::r415_sfholding__20240__sustainabilityreport
,matched_to_source,report::r415_sfholding__20240__sustainabilityreport,source::顺丰控股2024年度可持续发展报告.pdf
,publishes,company::r444_quantacomputer,report::r444_quantacomputer__20230__other
,matched_to_source,report::r444_quantacomputer__20230__other,source::Quanta_ESG_CN_2023.pdf
,classified_as,company::r185_zhejianggeelyholdinggroup,industry::C
,classified_as,company::r198_wilmarinternational,industry::C
,classified_as,company::r203_aeon,industry::F
,classified_as,company::r207_hca医疗保健公司,industry::S
,classified_as,company::r209_lg电子,industry::C
,classified_as,company::r237_deltaairlines,industry::G
,classified_as,company::r257_edekazentrale,industry::F
,classified_as,company::r266_prudentialfinancial,industry::J
,classified_as,company::r269_hp,industry::C
,classified_as,company::r271_tatamotors,industry::C
,classified_as,company::r290_phoenixpharma,industry::F
,classified_as,company::r308_veoliaenvironnement,industry::I
,classified_as,company::r323_anzgroupholdings,industry::J
,classified_as,company::r333_tiaa,industry::J
,classified_as,company::r346_dow,industry::C
,classified_as,company::r357_magnainternational,industry::C
,classified_as,company::r358_omvgroup,industry::D
,classified_as,company::r363_vale,industry::B
,classified_as,company::r375_pegatron,industry::C
,classified_as,company::r376_abbottlaboratories,industry::C
,classified_as,company::r384_meituan,industry::F
,classified_as,company::r391_西班牙acs集团,industry::E
,classified_as,company::r395_pbfenergy公司,industry::D
,classified_as,company::r415_sfholding,industry::G
,classified_as,company::r444_quantacomputer,industry::C
2,documents_standard_reference,report::r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gri,standard_role::Disclosure standard
4,documents_standard_reference,report::r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ifrs_s2
,references_standard,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ifrs_s2,standard_role::Disclosure standard
4,documents_standard_reference,report::r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gb_t_36001_2015
,references_standard,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gb_t_36001_2015,standard::GB/T 36001-2015
,belongs_to_standard_family,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gb_t_36001_2015,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__gb_t_36001_2015,standard_role::Guideline
39,documents_standard_reference,report::r185_zhejianggeelyholdinggroup__20240__sustainabilityreport,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_13__r185_zhejianggeelyholdinggroup__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r198_wilmarinternational__20240__other,standard_ref::batch_13__r198_wilmarinternational__20240__other__tcfd
,references_standard,standard_ref::batch_13__r198_wilmarinternational__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_13__r198_wilmarinternational__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_13__r198_wilmarinternational__20240__other__tcfd,standard_role::Disclosure recommendation
3,documents_standard_reference,report::r198_wilmarinternational__20240__other,standard_ref::batch_13__r198_wilmarinternational__20240__other__gri
,references_standard,standard_ref::batch_13__r198_wilmarinternational__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_13__r198_wilmarinternational__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_13__r198_wilmarinternational__20240__other__gri,standard_role::Disclosure standard
4,documents_standard_reference,report::r198_wilmarinternational__20240__other,standard_ref::batch_13__r198_wilmarinternational__20240__other__ifrs_s2
,references_standard,standard_ref::batch_13__r198_wilmarinternational__20240__other__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_13__r198_wilmarinternational__20240__other__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_13__r198_wilmarinternational__20240__other__ifrs_s2,standard_role::Disclosure standard
6,documents_standard_reference,report::r198_wilmarinternational__20240__other,standard_ref::batch_13__r198_wilmarinternational__20240__other__sbti
,references_standard,standard_ref::batch_13__r198_wilmarinternational__20240__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_13__r198_wilmarinternational__20240__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_13__r198_wilmarinternational__20240__other__sbti,standard_role::Target validation guideline
24,documents_standard_reference,report::r198_wilmarinternational__20240__other,standard_ref::batch_13__r198_wilmarinternational__20240__other__ghg_protocol
,references_standard,standard_ref::batch_13__r198_wilmarinternational__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_13__r198_wilmarinternational__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_13__r198_wilmarinternational__20240__other__ghg_protocol,standard_role::Accounting standard
90,documents_standard_reference,report::r198_wilmarinternational__20240__other,standard_ref::batch_13__r198_wilmarinternational__20240__other__sasb
,references_standard,standard_ref::batch_13__r198_wilmarinternational__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_13__r198_wilmarinternational__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_13__r198_wilmarinternational__20240__other__sasb,standard_role::Disclosure guideline
6,documents_standard_reference,report::r207_hca医疗保健公司__20230__sustainabilityreport,standard_ref::batch_13__r207_hca医疗保健公司__20230__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_13__r207_hca医疗保健公司__20230__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_13__r207_hca医疗保健公司__20230__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_13__r207_hca医疗保健公司__20230__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
2,documents_standard_reference,report::r209_lg电子__20240__sustainabilityreport,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r209_lg电子__20240__sustainabilityreport,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__ifrs_s2
,references_standard,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__ifrs_s2,standard_role::Disclosure standard
7,documents_standard_reference,report::r209_lg电子__20240__sustainabilityreport,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
12,documents_standard_reference,report::r209_lg电子__20240__sustainabilityreport,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
14,documents_standard_reference,report::r209_lg电子__20240__sustainabilityreport,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
24,documents_standard_reference,report::r209_lg电子__20240__sustainabilityreport,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__iso_14064_3
,references_standard,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__iso_14064_3,standard::ISO 14064-3
,belongs_to_standard_family,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__iso_14064_3,standard_family::ISO assurance system
,has_standard_role,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__iso_14064_3,standard_role::Verification and assurance standard
156,documents_standard_reference,report::r209_lg电子__20240__sustainabilityreport,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
164,documents_standard_reference,report::r209_lg电子__20240__sustainabilityreport,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_13__r209_lg电子__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
8,documents_standard_reference,report::r237_deltaairlines__20240__other,standard_ref::batch_13__r237_deltaairlines__20240__other__ghg_protocol
,references_standard,standard_ref::batch_13__r237_deltaairlines__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_13__r237_deltaairlines__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_13__r237_deltaairlines__20240__other__ghg_protocol,standard_role::Accounting standard
47,documents_standard_reference,report::r237_deltaairlines__20240__other,standard_ref::batch_13__r237_deltaairlines__20240__other__tcfd
,references_standard,standard_ref::batch_13__r237_deltaairlines__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_13__r237_deltaairlines__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_13__r237_deltaairlines__20240__other__tcfd,standard_role::Disclosure recommendation
48,documents_standard_reference,report::r237_deltaairlines__20240__other,standard_ref::batch_13__r237_deltaairlines__20240__other__sbti
,references_standard,standard_ref::batch_13__r237_deltaairlines__20240__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_13__r237_deltaairlines__20240__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_13__r237_deltaairlines__20240__other__sbti,standard_role::Target validation guideline
42,documents_standard_reference,report::r266_prudentialfinancial__20240__sustainabilityreport,standard_ref::batch_13__r266_prudentialfinancial__20240__sustainabilityreport__sasb
